pubmed_id|name
25139339|http://purl.bioontology.org/ontology/OMIM/114500
25153715|http://purl.bioontology.org/ontology/OMIM/114500
25154726|http://purl.bioontology.org/ontology/OMIM/114500
25164765|http://purl.bioontology.org/ontology/OMIM/114500
25169130|http://purl.bioontology.org/ontology/OMIM/114500
25176643|http://purl.bioontology.org/ontology/OMIM/114500
23075900|http://purl.obolibrary.org/obo/DOID_3969
23163107|http://purl.obolibrary.org/obo/DOID_3969
25183481|http://purl.bioontology.org/ontology/OMIM/114500
23192956|http://purl.obolibrary.org/obo/DOID_3969
12907632|http://purl.obolibrary.org/obo/DOID_3969
25239454|http://purl.bioontology.org/ontology/OMIM/114500
15998781|http://purl.obolibrary.org/obo/DOID_3969
25244542|http://purl.bioontology.org/ontology/OMIM/114500
16932068|http://purl.obolibrary.org/obo/DOID_3969
25250560|http://purl.bioontology.org/ontology/OMIM/114500
19393416|http://purl.obolibrary.org/obo/DOID_3969
25257576|http://purl.bioontology.org/ontology/OMIM/114500
19414674|http://purl.obolibrary.org/obo/DOID_3969
25267307|http://purl.bioontology.org/ontology/OMIM/114500
20395530|http://purl.obolibrary.org/obo/DOID_3969
20647301|http://purl.obolibrary.org/obo/DOID_3969
25268611|http://purl.bioontology.org/ontology/OMIM/114500
25309914|http://purl.bioontology.org/ontology/OMIM/114500
22419100|http://purl.obolibrary.org/obo/DOID_3969
22930785|http://purl.obolibrary.org/obo/DOID_3969
25326395|http://purl.bioontology.org/ontology/OMIM/114500
25337237|http://purl.bioontology.org/ontology/OMIM/114500
24417277|http://purl.obolibrary.org/obo/DOID_3969
25367198|http://purl.bioontology.org/ontology/OMIM/114500
24570209|http://purl.obolibrary.org/obo/DOID_3969
25381152|http://purl.bioontology.org/ontology/OMIM/114500
24909403|http://purl.obolibrary.org/obo/DOID_3969
24989827|http://purl.obolibrary.org/obo/DOID_3969
25417200|http://purl.bioontology.org/ontology/OMIM/114500
25013423|http://purl.obolibrary.org/obo/DOID_3969
25427581|http://purl.bioontology.org/ontology/OMIM/MTHU036783
25123949|http://purl.obolibrary.org/obo/DOID_3969
25312294|http://purl.obolibrary.org/obo/DOID_3969
25429742|http://purl.bioontology.org/ontology/OMIM/114500
25472647|http://purl.obolibrary.org/obo/DOID_9256
25517872|http://purl.bioontology.org/ontology/OMIM/114500
25527633|http://purl.bioontology.org/ontology/OMIM/114500
25532759|http://purl.bioontology.org/ontology/OMIM/114500
25404749|http://purl.obolibrary.org/obo/DOID_3969
25755913|http://purl.obolibrary.org/obo/DOID_3969
12697856|http://purl.obolibrary.org/obo/DOID_3969
12881714|http://purl.obolibrary.org/obo/DOID_3969
14743508|http://purl.obolibrary.org/obo/DOID_3969
15356020|http://purl.obolibrary.org/obo/DOID_3969
15273715|http://purl.obolibrary.org/obo/DOID_3969
15272920|http://purl.obolibrary.org/obo/DOID_3969
25551625|http://purl.bioontology.org/ontology/OMIM/114500
15472223|http://purl.obolibrary.org/obo/DOID_3969
15515191|http://purl.obolibrary.org/obo/DOID_3969
15735849|http://purl.obolibrary.org/obo/DOID_3969
25557290|http://purl.bioontology.org/ontology/OMIM/114500
